movie_id,movie_year,trivia,mpaa,release_date,runtime,budget,html
tt0171356,2000,An undercover DEA agent brings down the Mafia.,R,February 4,1 hr 41 min,14000000,https://www.boxofficemojo.com/title/tt0171356/credits/
tt0171363,1999,"When Eleanor, Theo, and Luke decide to take part in a sleep study at a huge mansion they get more than they bargained for when Dr. Marrow tells them of the house's ghostly past.",PG-13,July 23,1 hr 53 min,80000000,https://www.boxofficemojo.com/title/tt0171363/credits/
tt0171433,2000,"Two friends, a priest and a rabbi, fall in love with the same woman they knew in their youth, but the religious position of both men denies them romance.",PG-13,April 14,2 hr 8 min,29000000,https://www.boxofficemojo.com/title/tt0171433/credits/
tt0171580,2000,Comedy about a widow's post-traumatic obsession with a soap star.,R,September 8,1 hr 50 min,35000000,https://www.boxofficemojo.com/title/tt0171580/credits/
tt0171804,1999,"A young man named Brandon Teena navigates love, life, and being transgender in rural Nebraska.",R,October 8,1 hr 58 min,2000000,https://www.boxofficemojo.com/title/tt0171804/credits/
tt0172156,2003,Two loose-cannon narcotics cops investigate the flow of Ecstasy into Florida from a Cuban drug cartel.,R,July 18,2 hr 27 min,130000000,https://www.boxofficemojo.com/title/tt0172156/credits/
tt0172396,1999,A desperate man tries to find out why his beloved left him years ago.,R,December 3,1 hr 42 min,23000000,https://www.boxofficemojo.com/title/tt0172396/credits/
tt0172493,1999,Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the late 1960s.,R,December 21,2 hr 7 min,40000000,https://www.boxofficemojo.com/title/tt0172493/credits/
tt0172495,2000,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,R,May 4,2 hr 35 min,103000000,https://www.boxofficemojo.com/title/tt0172495/credits/
tt0172726,1999,A group of teens are bent on improving the run-down conditions of their high-school.,R,November 10,1 hr 39 min,13000000,https://www.boxofficemojo.com/title/tt0172726/credits/
tt0173840,2001,A scientist makes a last stand on Earth with the help of a ragtag team of soldiers against an invasion of alien phantoms.,PG-13,July 11,1 hr 46 min,137000000,https://www.boxofficemojo.com/title/tt0173840/credits/
tt0174336,2000,"Three egotistical swingers, who think they're God's gift to women, end up having their friendships tested when all three of them pick up and start dating the same woman.",R,September 1,1 hr 22 min,3000000,https://www.boxofficemojo.com/title/tt0174336/credits/
tt0174480,2000,"Romantic drama about an aging playboy who falls for a sweet, but terminally ill, young woman.",PG-13,August 11,1 hr 43 min,65000000,https://www.boxofficemojo.com/title/tt0174480/credits/
tt0174856,1999,"The story of Rubin ""Hurricane"" Carter, a boxer wrongly imprisoned for murder, and the people who aided in his fight to prove his innocence.",R,December 29,2 hr 26 min,50000000,https://www.boxofficemojo.com/title/tt0174856/credits/
tt0175142,2000,"A year after disposing of the body of a man they accidentally killed, a group of dumb teenagers are stalked by a bumbling serial killer.",R,July 7,1 hr 28 min,19000000,https://www.boxofficemojo.com/title/tt0175142/credits/
tt0175880,1999,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley.",R,December 17,3 hr 8 min,37000000,https://www.boxofficemojo.com/title/tt0175880/credits/
tt0176269,1999,"The ""universal soldiers"" must fight the whole army, when the military's supercomputer S.E.T.H gets out of control.",R,August 20,1 hr 23 min,45000000,https://www.boxofficemojo.com/title/tt0176269/credits/
tt0176783,2000,"Three college students base their class project around gossip and how fast it spreads, which soon spirals out of control.",R,April 21,1 hr 30 min,24000000,https://www.boxofficemojo.com/title/tt0176783/credits/
tt0177650,2000,A high school teacher in the 60s becomes an international spy and becomes involved in a plot to overthrow Fidel Castro.,PG-13,March 9,1 hr 35 min,16000000,https://www.boxofficemojo.com/title/tt0177650/credits/
tt0177789,1999,"The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord.",PG,December 25,1 hr 42 min,45000000,https://www.boxofficemojo.com/title/tt0177789/credits/
tt0177971,2000,An unusually intense storm pattern catches some commercial fishermen unaware and puts them in mortal danger.,PG-13,June 30,2 hr 10 min,140000000,https://www.boxofficemojo.com/title/tt0177971/credits/
tt0179098,2002,"As he copes with the death of his fiancée, a young man befriends her parents and must figure out what he wants out of life.",PG-13,September 27,1 hr 57 min,21000000,https://www.boxofficemojo.com/title/tt0179098/credits/
tt0179626,2001,A homicide detective and a fire marshal must stop a pair of murderers who commit videotaped crimes to become media darlings.,R,March 9,2 hr,60000000,https://www.boxofficemojo.com/title/tt0179626/credits/
tt0180052,2002,"In the future, a man struggles to keep his lunar nightclub out of the hands of the Mafia.",PG-13,August 16,1 hr 35 min,100000000,https://www.boxofficemojo.com/title/tt0180052/credits/
tt0180734,2001,"An aimless young man who is scalping tickets, gambling, and drinking, agrees to coach a Little League team from the Cabrini Green housing project in Chicago as a condition of getting a loan from a friend.",PG-13,September 14,1 hr 46 min,32000000,https://www.boxofficemojo.com/title/tt0180734/credits/
tt0181151,2000,A human-looking alien from a highly advanced but emotionless all-male society is sent to Earth to impregnate a woman and bring the child back to their planet. The alien ends up falling in love there. A suspicious F.A.A. Agent targets him.,R,March 3,1 hr 45 min,60000000,https://www.boxofficemojo.com/title/tt0181151/credits/
tt0181316,1999,A former convict poses as a cop to retrieve a diamond he stole years ago.,PG-13,September 17,1 hr 33 min,65000000,https://www.boxofficemojo.com/title/tt0181316/credits/
tt0181689,2002,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder.",PG-13,June 20,2 hr 25 min,102000000,https://www.boxofficemojo.com/title/tt0181689/credits/
tt0181852,2003,A machine from a post-apocalyptic future travels back in time to protect a man and a woman from an advanced robotic assassin to ensure they both survive a nuclear attack.,R,July 2,1 hr 49 min,200000000,https://www.boxofficemojo.com/title/tt0181852/credits/
tt0181875,2000,A high-school boy is given the chance to write a story for Rolling Stone Magazine about an up-and-coming rock band as he accompanies them on their concert tour.,R,September 15,2 hr 2 min,60000000,https://www.boxofficemojo.com/title/tt0181875/credits/
tt0181984,2000,"A college dropout, attempting to live up to his father's high standards, gets a job as a broker for a suburban investment firm which puts him on the fast track to success. But the job might not be as legitimate as it first appeared to be.",R,February 18,2 hr,7000000,https://www.boxofficemojo.com/title/tt0181984/credits/
tt0182000,2001,"A cave-dwelling man sets out to track down the killer of a homeless boy, and bring him to justice.",R,March 2,1 hr 45 min,13500000,https://www.boxofficemojo.com/title/tt0182000/credits/
tt0182295,2000,"An update of the classic Shakespeare story, director Sir",PG,June 9,1 hr 33 min,13000000,https://www.boxofficemojo.com/title/tt0182295/credits/
tt0182789,1999,An android endeavors to become human as he gradually acquires emotions.,PG,December 17,2 hr 12 min,100000000,https://www.boxofficemojo.com/title/tt0182789/credits/
tt0183505,2000,A nice-guy cop with Dissociative Identity Disorder must protect a woman on the run from a corrupt ex-boyfriend and his associates.,R,June 23,1 hr 56 min,51000000,https://www.boxofficemojo.com/title/tt0183505/credits/
tt0183523,2000,"When the first manned mission to Mars meets with a catastrophic and mysterious disaster after reporting an unidentified structure, a rescue mission is launched to investigate the tragedy and bring back any survivors.",PG,March 10,1 hr 54 min,100000000,https://www.boxofficemojo.com/title/tt0183523/credits/
tt0183649,2002,"Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax.",R,April 4,1 hr 21 min,13000000,https://www.boxofficemojo.com/title/tt0183649/credits/
tt0183790,2001,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.",PG-13,May 11,2 hr 12 min,65000000,https://www.boxofficemojo.com/title/tt0183790/credits/
tt0184858,2000,"After assuming his dead cell-mate's identity to get with the other man's girlfriend, an ex-convict finds himself a reluctant participant in a casino heist.",R,February 25,1 hr 44 min,42000000,https://www.boxofficemojo.com/title/tt0184858/credits/
tt0184894,2000,"A Chinese man travels to the Wild West to rescue a kidnapped Princess. After teaming up with a train robber, the unlikely duo takes on a Chinese traitor and his corrupt boss.",PG-13,May 26,1 hr 50 min,55000000,https://www.boxofficemojo.com/title/tt0184894/credits/
tt0184907,2000,"When a school in upstate New York is snowed in, a group of students hi-jack a plow to keep the school closed.",PG,February 11,1 hr 29 min,13000000,https://www.boxofficemojo.com/title/tt0184907/credits/
tt0185014,2000,"An English Professor tries to deal with his wife leaving him, the arrival of his editor who has been waiting for his book for seven years, and the various problems that his friends and associates involve him in.",R,February 23,1 hr 47 min,55000000,https://www.boxofficemojo.com/title/tt0185014/credits/
tt0185183,2000,"It's the year 3000 A.D.; the Earth is lost to the alien race of Psychlos. Humanity is enslaved by these gold-thirsty tyrants, whom are unaware that their 'man-animals' are about to ignite the rebellion of a lifetime.",PG-13,May 12,1 hr 58 min,73000000,https://www.boxofficemojo.com/title/tt0185183/credits/
tt0185371,1999,"An amusement park mogul offers a group of diverse people $1,000,000 to spend the night in a haunted house with a horrifying past.",R,October 29,1 hr 33 min,37000000,https://www.boxofficemojo.com/title/tt0185371/credits/
tt0185431,2000,"After two of the devil's three sons escape Hell to wreak havoc on Earth, the devil must send his third son, the mild-mannered Nicky, to bring them back before it's too late.",PG-13,November 10,1 hr 30 min,85000000,https://www.boxofficemojo.com/title/tt0185431/credits/
tt0185937,1999,"Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind.",R,July 16,1 hr 21 min,60000,https://www.boxofficemojo.com/title/tt0185937/credits/
